customer_id,day,category,amount
734,0,1,8.59
737,0,2,24.5
738,0,3,183.39
738,0,0,14.09
739,0,3,43.29
742,0,0,24.47
742,0,1,23.31
745,0,1,40.68
749,0,2,50.09
749,0,0,32.21
752,0,1,28.57
753,0,0,26.81
760,0,0,74.49
762,0,0,14.76
763,0,0,59.25
763,0,0,30.89
763,0,3,365.77
766,0,0,15.72
768,0,1,10.75
769,0,0,63.62
771,0,0,44.93
772,0,1,17.54
772,0,2,80.83
772,0,0,16.78
773,0,0,28.56
781,0,0,8.7
785,0,1,6.54
790,0,0,156.49
790,0,1,17.48
790,0,0,47.49
791,0,2,18.0
796,0,1,12.01
798,0,1,12.46
799,0,0,14.2
804,0,2,20.7
804,0,1,15.77
805,0,0,17.68
805,0,1,3.31
806,0,1,11.71
807,0,1,25.94
808,0,1,40.72
811,0,0,31.07
811,0,0,15.67
812,0,1,14.67
814,0,2,214.02
817,0,0,11.08
818,0,0,10.32
818,0,0,26.37
822,0,0,26.01
823,0,1,8.58
825,0,0,34.45
826,0,2,24.5
830,0,0,42.91
831,0,2,114.44
832,0,0,22.0
832,0,2,13.68
833,0,1,23.14
833,0,2,54.75
836,0,2,103.15
836,0,0,32.42
841,0,2,45.19
843,0,0,35.02
848,0,1,7.36
848,0,1,10.03
849,0,1,8.62
849,0,2,74.12
853,0,0,29.99
854,0,0,24.82
857,0,1,41.19
858,0,0,20.36
860,0,2,50.6
860,0,0,48.94
861,0,2,21.39
861,0,2,9.17
863,0,2,76.93
868,0,2,21.33
868,0,1,16.21
870,0,2,130.62
871,0,1,23.66
875,0,2,27.83
880,0,0,17.97
881,0,2,62.14
881,0,1,5.0
883,0,1,18.46
885,0,2,96.87
886,0,1,13.74
888,0,2,13.85
892,0,2,36.85
892,0,1,36.88
894,0,1,22.25
896,0,0,4.31
898,0,3,385.34
899,0,1,31.46
899,0,2,45.19
900,0,1,24.22
902,0,0,49.72
904,0,3,170.82
906,0,1,15.44
908,0,2,29.33
910,0,3,292.0
910,0,2,38.49
910,0,1,8.86
913,0,1,32.21
915,0,0,9.42
915,0,1,29.21
917,0,2,27.36
918,0,2,17.73
920,0,0,52.23
925,0,1,25.27
928,0,2,22.66
929,0,0,58.84
930,0,2,58.22
932,0,0,11.43
932,0,3,49.76
936,0,1,11.57
938,0,2,30.67
942,0,2,117.93
943,0,0,55.09
944,0,0,24.59
946,0,2,22.04
946,0,2,19.41
948,0,1,11.07
948,0,0,10.82
950,0,0,11.36
959,0,0,107.75
962,0,0,7.91
962,0,1,13.16
962,0,1,10.4
964,0,0,21.02
964,0,0,15.35
967,0,1,30.74
968,0,2,85.13
971,0,1,15.07
972,0,1,31.45
972,0,0,23.16
972,0,1,13.42
973,0,0,55.97
975,0,1,16.34
975,0,1,59.03
976,0,2,119.9
977,0,0,36.62
978,0,1,17.27
979,0,3,285.28
979,0,3,169.32
980,0,0,29.96
981,0,1,34.81
981,0,0,23.03
987,0,3,257.89
987,0,3,375.39
991,0,1,20.02
991,0,0,56.89
999,0,3,368.43
1000,0,0,38.52
1002,0,1,28.07
1010,0,0,27.05
1010,0,1,38.85
1011,0,3,196.04
1013,0,1,22.79
1013,0,2,47.16
1016,0,0,67.96
1016,0,1,34.68
1016,0,0,17.22
1018,0,2,47.97
1019,0,0,18.7
1019,0,2,62.02
1020,0,0,29.8
1028,0,0,29.36
1030,0,2,30.45
1030,0,1,19.02
1031,0,1,10.22
1031,0,2,34.3
1033,0,1,120.35
1035,0,1,10.67
1035,0,1,13.34
1035,0,2,27.7
1037,0,0,26.33
1038,0,3,148.98
1038,0,2,19.49
1040,0,1,14.81
1043,0,0,25.18
1043,0,0,35.07
1044,0,1,55.46
1046,0,1,6.84
1048,0,1,34.52
1049,0,1,6.22
1056,0,0,11.19
1057,0,0,15.35
1061,0,2,102.8
1064,0,2,16.38
1064,0,1,36.62
1064,0,3,226.06
1064,0,1,27.63
1070,0,3,241.43
1071,0,2,19.22
1073,0,2,64.59
1084,0,0,24.67
1084,0,2,75.65
1086,0,3,94.02
1086,0,1,19.9
1086,0,0,41.67
1089,0,0,19.09
1089,0,2,29.84
1094,0,0,35.15
1095,0,1,2.38
1097,0,2,35.15
1100,0,0,31.23
1102,0,1,20.22
1103,0,2,19.95
1103,0,1,11.67
1109,0,0,3.98
1109,0,1,6.55
1109,0,3,11.66
1112,0,2,11.84
1113,0,2,56.72
1114,0,1,13.58
1115,0,1,33.5
1115,0,2,50.53
1118,0,1,13.85
1119,0,0,21.52
1120,0,0,16.76
1121,0,0,28.49
1126,0,0,48.63
1127,0,0,22.08
1127,0,2,20.76
1129,0,3,81.13
1130,0,0,26.72
1133,0,2,23.14
1140,0,2,20.62
1141,0,0,93.26
1141,0,0,20.46
1141,0,2,122.33
1142,0,0,58.77
1143,0,1,26.73
1144,0,0,51.7
1151,0,0,24.18
1151,0,1,50.91
1153,0,3,260.22
1156,0,1,30.21
1158,0,1,5.77
1159,0,0,8.4
1159,0,1,14.78
1160,0,1,33.92
1160,0,1,64.62
1165,0,0,28.81
1167,0,0,74.89
1169,0,2,88.16
1178,0,1,16.89
1178,0,1,25.17
1179,0,3,190.45
1181,0,2,57.67
1183,0,0,54.86
1185,0,0,63.26
1186,0,2,15.64
1186,0,2,27.95
1187,0,1,59.0
1188,0,0,78.53
1188,0,1,15.69
1191,0,2,79.95
1191,0,2,26.81
1191,0,1,12.48
1194,0,0,84.78
1198,0,2,84.18
1,1,0,84.65
1,1,0,15.06
2,1,0,26.73
2,1,1,17.82
2,1,1,4.72
10,1,1,36.37
10,1,0,33.15
10,1,0,45.43
11,1,1,7.34
12,1,0,10.17
12,1,1,13.32
14,1,2,29.94
14,1,3,253.43
14,1,0,12.43
18,1,1,13.57
18,1,2,63.03
19,1,2,37.69
21,1,0,107.48
30,1,0,25.53
31,1,1,29.06
34,1,1,7.86
38,1,2,216.45
44,1,2,29.07
49,1,0,67.6
49,1,0,23.82
50,1,0,41.9
52,1,0,92.54
52,1,1,25.37
53,1,0,10.32
57,1,2,4.46
58,1,0,23.96
61,1,0,20.58
62,1,0,19.85
64,1,2,28.05
66,1,0,65.39
68,1,1,6.63
68,1,2,18.4
71,1,2,10.07
73,1,0,77.02
73,1,2,115.13
73,1,0,103.32
74,1,1,18.02
75,1,2,29.14
80,1,0,20.69
80,1,2,28.53
80,1,0,9.38
88,1,2,35.36
89,1,3,32.77
89,1,0,5.27
90,1,2,37.68
90,1,0,43.46
90,1,3,152.81
92,1,2,76.59
94,1,2,38.5
95,1,2,85.67
97,1,1,21.32
100,1,2,28.23
101,1,1,19.73
104,1,1,33.12
104,1,1,4.47
105,1,0,32.19
108,1,3,297.24
110,1,0,15.46
110,1,0,35.84
111,1,2,22.94
112,1,1,25.06
114,1,0,21.8
115,1,2,51.12
116,1,2,52.4
119,1,1,31.71
123,1,2,32.81
130,1,0,26.71
130,1,2,70.35
131,1,3,530.8
138,1,3,157.01
140,1,2,27.04
140,1,2,37.95
140,1,1,17.64
141,1,1,18.82
142,1,2,36.46
143,1,0,8.66
145,1,1,19.6
147,1,2,27.97
148,1,0,25.13
151,1,2,69.47
154,1,0,38.95
160,1,2,16.18
160,1,2,35.02
162,1,2,35.97
162,1,1,4.5
163,1,1,16.27
167,1,0,15.15
167,1,2,27.0
168,1,1,14.48
169,1,2,16.08
170,1,2,56.43
173,1,1,17.76
173,1,1,58.96
174,1,3,158.98
175,1,0,17.7
175,1,2,9.59
179,1,1,8.69
182,1,0,67.87
187,1,2,234.92
193,1,2,21.44
195,1,1,22.85
197,1,0,8.25
197,1,3,137.5
198,1,0,65.79
199,1,1,19.9
200,1,1,17.39
200,1,1,10.29
202,1,1,15.74
206,1,2,11.2
215,1,0,41.22
216,1,2,120.26
216,1,2,104.59
216,1,0,26.13
216,1,0,53.37
217,1,2,28.8
220,1,0,38.91
220,1,1,17.19
222,1,0,12.64
224,1,1,33.21
224,1,0,25.04
230,1,1,20.31
231,1,2,48.64
232,1,0,25.57
232,1,1,16.39
232,1,3,74.85
232,1,1,12.46
233,1,2,209.41
233,1,0,41.62
234,1,0,5.61
234,1,0,21.63
235,1,2,64.18
238,1,2,88.12
238,1,0,39.37
240,1,1,9.43
241,1,1,37.16
241,1,1,11.47
245,1,3,170.9
245,1,0,30.47
247,1,1,7.63
248,1,2,138.78
250,1,0,67.01
250,1,0,122.4
251,1,1,13.45
253,1,0,34.79
253,1,0,15.19
253,1,1,20.05
254,1,1,43.31
254,1,1,22.31
255,1,2,118.61
255,1,0,26.23
259,1,0,157.46
259,1,1,128.78
259,1,0,251.87
262,1,2,50.16
263,1,0,140.26
264,1,2,12.06
264,1,1,8.71
265,1,1,6.74
266,1,1,10.63
267,1,2,64.04
267,1,2,83.4
268,1,1,9.07
268,1,0,13.1
271,1,0,57.26
273,1,2,7.33
274,1,3,180.85
274,1,0,47.44
278,1,0,25.58
279,1,1,16.05
279,1,1,12.9
280,1,2,46.94
280,1,1,20.37
281,1,1,30.57
281,1,1,42.36
281,1,2,42.77
283,1,0,18.79
285,1,3,427.59
286,1,0,92.28
289,1,0,244.18
290,1,0,28.48
291,1,0,19.77
292,1,1,16.39
293,1,0,12.65
294,1,3,32.93
294,1,1,13.72
297,1,2,34.72
297,1,0,22.63
301,1,3,106.64
302,1,2,75.36
314,1,3,69.03
319,1,1,40.33
319,1,2,87.04
323,1,1,26.94
324,1,1,28.65
324,1,2,54.61
328,1,0,56.66
329,1,0,13.22
331,1,0,98.49
332,1,2,188.56
334,1,0,11.23
335,1,3,102.16
335,1,0,18.59
336,1,0,34.71
337,1,0,30.08
338,1,0,68.49
341,1,1,17.07
341,1,0,20.64
343,1,0,14.42
348,1,2,37.4
349,1,2,27.94
351,1,0,21.22
351,1,2,60.58
353,1,0,28.26
355,1,1,6.79
357,1,1,92.87
360,1,2,30.41
361,1,0,18.91
365,1,0,56.83
367,1,1,13.43
372,1,0,30.53
373,1,2,31.73
374,1,3,45.71
374,1,3,110.97
374,1,0,8.06
377,1,0,21.24
380,1,0,12.02
380,1,3,66.15
381,1,1,179.48
383,1,0,12.9
384,1,2,25.3
386,1,2,84.34
386,1,0,35.64
386,1,2,35.85
387,1,0,14.45
387,1,1,14.54
390,1,0,13.86
390,1,0,18.79
394,1,0,9.42
395,1,3,189.54
395,1,1,27.0
396,1,1,12.37
396,1,2,18.32
398,1,0,9.62
398,1,0,19.64
401,1,0,45.46
406,1,0,11.6
406,1,2,19.85
408,1,2,46.7
408,1,0,17.87
412,1,0,38.92
414,1,3,295.89
415,1,0,40.58
416,1,1,24.58
419,1,0,10.67
422,1,2,27.29
424,1,2,32.21
426,1,2,108.55
426,1,1,9.81
427,1,1,23.97
428,1,0,47.63
429,1,1,61.24
436,1,0,38.94
437,1,0,23.82
439,1,2,34.36
442,1,3,113.22
448,1,0,59.36
449,1,0,35.31
449,1,2,29.54
451,1,3,136.26
452,1,2,19.53
456,1,0,46.44
457,1,0,40.3
457,1,2,70.02
458,1,0,25.6
461,1,0,27.43
463,1,1,10.72
466,1,0,20.47
466,1,2,58.14
467,1,2,17.7
467,1,2,17.07
469,1,1,8.54
471,1,0,15.78
473,1,0,101.55
476,1,0,9.24
477,1,0,335.88
481,1,1,30.69
482,1,0,45.73
483,1,2,46.48
483,1,0,9.36
483,1,1,6.34
485,1,0,42.51
488,1,2,43.68
489,1,2,47.98
489,1,0,48.81
490,1,0,75.02
491,1,1,94.34
492,1,0,72.78
493,1,0,35.87
496,1,1,17.35
499,1,0,71.96
499,1,1,13.54
501,1,1,72.5
501,1,1,11.12
505,1,2,90.86
505,1,2,71.35
507,1,1,7.95
512,1,0,29.34
514,1,1,18.16
519,1,1,13.11
519,1,2,32.86
519,1,1,26.31
523,1,0,158.49
524,1,2,66.13
524,1,2,27.16
525,1,1,24.56
525,1,0,35.82
526,1,0,27.08
527,1,2,5.86
527,1,1,10.27
527,1,1,27.32
528,1,0,7.8
530,1,1,13.11
534,1,2,41.53
534,1,0,39.76
535,1,0,4.67
536,1,2,60.85
539,1,0,11.79
539,1,2,17.53
539,1,0,39.34
540,1,3,48.08
543,1,1,27.89
544,1,1,8.13
544,1,1,15.0
544,1,0,20.27
544,1,1,12.2
548,1,1,19.23
552,1,0,53.87
553,1,0,62.79
553,1,1,17.27
555,1,0,11.64
555,1,1,29.78
558,1,1,6.72
558,1,1,9.12
559,1,0,71.25
561,1,0,32.06
561,1,2,44.36
561,1,1,16.13
563,1,0,17.1
565,1,1,19.64
567,1,3,114.06
568,1,3,114.17
570,1,3,58.63
574,1,0,20.2
576,1,1,3.2
577,1,0,43.51
578,1,0,23.5
584,1,1,10.42
584,1,0,56.66
586,1,3,145.89
589,1,0,18.49
589,1,0,11.93
591,1,1,23.08
591,1,1,13.18
591,1,0,45.29
595,1,2,17.63
595,1,1,28.05
596,1,1,93.8
601,1,0,14.55
601,1,0,12.76
608,1,3,147.13
609,1,1,29.12
611,1,0,87.57
613,1,0,21.11
613,1,0,27.72
613,1,1,13.16
614,1,0,80.88
616,1,1,19.68
617,1,0,34.86
621,1,0,20.43
621,1,2,73.64
623,1,0,56.3
627,1,3,168.74
628,1,0,13.89
631,1,0,27.25
633,1,1,9.9
633,1,0,32.0
635,1,2,17.15
638,1,0,20.54
640,1,1,16.4
640,1,0,8.4
642,1,0,57.13
643,1,1,32.22
644,1,1,17.12
644,1,2,45.81
647,1,2,32.78
653,1,0,119.5
653,1,1,22.75
654,1,0,16.38
656,1,0,78.97
661,1,3,172.17
662,1,1,34.44
665,1,0,27.8
665,1,0,34.36
665,1,1,13.22
670,1,0,51.83
670,1,2,44.79
671,1,0,41.4
672,1,2,161.38
673,1,0,11.51
679,1,3,93.55
681,1,2,36.46
682,1,0,126.23
682,1,0,63.58
686,1,3,308.63
687,1,0,20.27
690,1,2,78.45
690,1,2,30.24
690,1,2,42.14
692,1,2,37.01
693,1,1,23.02
693,1,0,31.79
695,1,2,60.94
695,1,2,22.04
695,1,1,13.97
698,1,2,118.42
704,1,1,22.54
706,1,1,42.72
706,1,0,36.25
709,1,2,41.24
712,1,0,34.27
714,1,1,18.85
714,1,0,29.85
714,1,2,12.45
714,1,2,67.73
715,1,0,59.49
718,1,1,26.21
719,1,2,45.73
720,1,2,46.49
723,1,0,99.22
723,1,0,67.5
723,1,2,103.72
726,1,0,16.39
726,1,2,31.82
728,1,0,18.79
730,1,1,8.53
730,1,2,48.53
732,1,2,41.4
733,1,1,24.14
734,1,1,10.07
737,1,0,11.75
738,1,2,25.98
738,1,1,12.91
739,1,1,13.28
740,1,3,59.0
741,1,2,13.37
741,1,1,7.6
752,1,0,68.55
754,1,0,56.1
756,1,0,21.49
761,1,0,29.61
763,1,0,69.88
763,1,2,47.71
763,1,3,142.97
767,1,1,87.71
767,1,0,45.72
769,1,2,76.87
769,1,2,81.51
771,1,2,81.31
772,1,1,36.89
773,1,0,30.51
773,1,1,9.38
774,1,1,5.1
775,1,2,41.2
775,1,0,13.2
776,1,1,26.2
777,1,2,86.82
778,1,0,54.37
787,1,2,18.67
789,1,0,39.89
791,1,2,68.2
791,1,0,12.63
791,1,3,45.77
796,1,2,20.84
796,1,0,40.63
797,1,3,43.05
797,1,1,7.19
804,1,2,22.26
804,1,0,9.82
806,1,0,20.22
806,1,1,11.68
809,1,0,8.99
821,1,0,28.22
822,1,2,26.58
824,1,1,11.28
825,1,3,228.73
826,1,1,12.48
833,1,1,7.65
840,1,0,31.38
843,1,2,49.56
845,1,1,6.12
848,1,0,6.25
849,1,1,16.43
849,1,0,51.15
860,1,2,69.63
869,1,2,24.36
871,1,2,51.29
871,1,0,20.97
877,1,1,54.19
877,1,2,64.04
878,1,1,4.71
879,1,0,74.63
879,1,1,38.19
879,1,0,56.33
883,1,1,46.13
884,1,1,10.94
887,1,2,50.34
887,1,2,70.49
888,1,2,22.24
888,1,0,9.92
889,1,2,72.21
891,1,2,41.54
894,1,0,50.62
895,1,1,8.28
895,1,0,11.05
897,1,1,44.8
897,1,0,116.44
897,1,1,20.91
898,1,0,139.29
898,1,0,45.18
900,1,1,37.04
901,1,2,41.81
902,1,0,64.52
903,1,2,29.0
903,1,0,18.38
906,1,0,34.44
906,1,3,285.94
910,1,2,57.1
910,1,0,30.38
913,1,0,34.55
913,1,3,140.51
915,1,1,13.96
915,1,0,8.68
918,1,0,12.09
919,1,2,15.21
920,1,1,28.38
920,1,1,31.87
923,1,2,28.98
927,1,0,53.05
927,1,2,223.14
929,1,3,188.94
935,1,0,49.14
935,1,2,28.94
935,1,2,40.05
936,1,2,23.02
937,1,1,6.0
941,1,3,85.56
943,1,0,19.41
947,1,3,45.64
952,1,3,128.79
954,1,1,18.68
955,1,2,85.88
957,1,0,35.07
957,1,1,27.96
958,1,0,20.13
961,1,1,9.94
962,1,1,16.29
963,1,2,66.35
965,1,1,44.41
966,1,0,13.28
969,1,0,16.22
976,1,1,18.67
978,1,0,7.8
979,1,0,92.31
981,1,1,28.33
983,1,2,12.47
983,1,1,12.71
984,1,1,3.27
989,1,0,54.01
991,1,2,71.05
994,1,0,14.03
1000,1,0,48.46
1006,1,1,33.16
1010,1,2,18.64
1010,1,2,55.78
1012,1,1,25.68
1013,1,0,16.58
1014,1,1,30.97
1014,1,0,37.04
1016,1,1,17.74
1017,1,1,24.33
1018,1,1,32.88
1021,1,2,54.47
1027,1,1,31.67
1027,1,1,23.75
1031,1,0,24.45
1033,1,2,200.42
1033,1,0,30.39
1034,1,2,51.68
1034,1,0,13.72
1038,1,0,24.71
1038,1,3,105.57
1043,1,0,32.66
1045,1,0,13.14
1047,1,2,95.22
1049,1,2,41.55
1049,1,3,101.3
1049,1,0,17.0
1051,1,0,26.46
1052,1,1,37.13
1052,1,2,51.64
1055,1,3,63.32
1059,1,0,44.43
1059,1,0,19.23
1063,1,1,20.03
1064,1,1,15.4
1064,1,1,12.85
1066,1,0,30.08
1067,1,2,40.51
1068,1,2,24.71
1081,1,2,15.01
1082,1,0,31.28
1085,1,1,30.42
1087,1,0,11.24
1091,1,1,15.22
1092,1,1,12.08
1095,1,2,16.78
1095,1,0,33.63
1099,1,2,28.84
1101,1,0,69.55
1101,1,0,60.96
1102,1,0,42.9
1108,1,1,8.82
1110,1,0,15.08
1110,1,2,29.09
1113,1,1,18.82
1115,1,0,42.16
1122,1,1,27.65
1122,1,1,73.97
1123,1,0,56.23
1126,1,3,139.06
1127,1,0,9.06
1130,1,2,69.08
1131,1,3,102.91
1135,1,1,14.84
1135,1,2,27.36
1136,1,1,10.21
1137,1,1,14.65
1137,1,1,24.13
1138,1,2,79.11
1139,1,2,52.1
1140,1,1,15.08
1144,1,1,8.42
1144,1,1,13.86
1144,1,1,13.98
1146,1,1,37.36
1147,1,2,13.16
1148,1,0,14.01
1151,1,1,31.1
1154,1,2,58.02
1155,1,1,24.01
1156,1,1,23.36
1160,1,1,11.21
1163,1,0,11.04
1163,1,2,31.25
1165,1,2,31.46
1166,1,0,37.48
1167,1,2,23.22
1168,1,1,26.25
1169,1,3,104.84
1172,1,0,106.58
1174,1,2,46.7
1177,1,1,33.36
1178,1,2,35.35
1179,1,2,59.14
1181,1,1,24.8
1183,1,2,18.59
1184,1,0,40.61
1185,1,0,27.14
1186,1,2,59.98
1187,1,0,10.97
1188,1,2,27.52
1189,1,0,47.39
1191,1,2,169.28
1192,1,1,15.78
1194,1,1,42.33
1196,1,3,100.12
1197,1,0,21.05
1198,1,3,287.55
1198,1,3,108.04
2,2,1,2.83
2,2,3,102.0
5,2,1,20.15
5,2,0,50.24
7,2,0,37.95
7,2,2,11.28
9,2,0,11.13
15,2,3,158.36
16,2,1,13.53
20,2,2,12.4
26,2,0,37.45
29,2,3,108.41
33,2,2,12.97
36,2,0,15.97
37,2,0,71.88
37,2,2,45.41
37,2,0,26.83
38,2,2,67.62
42,2,1,3.25
42,2,3,37.47
46,2,0,10.79
47,2,3,172.5
51,2,0,14.73
51,2,0,47.23
53,2,0,21.79
57,2,0,15.09
59,2,2,24.54
61,2,1,84.71
61,2,2,74.86
63,2,0,36.26
68,2,2,30.99
69,2,0,34.14
